,name,existence,Gas,Electricity,water
519,Atlantic City Municipal Utilities Authority,0.9,,,
520,Atlantic Municipal Utilities,0.9,,,
521,Auburn Water & Sewerage Districts Office,0.9,,,Auburn Water & Sewerage Districts Office
522,Augusta Water District,0.9,,,Augusta Water District
523,Aurora City Water Utility Admn,0.9,,,Aurora City Water Utility Admn
524,Austin Energy,0.9,,,
525,Automatic Gas Co.,0.9,Automatic Gas Co.,,
526,Ayden Oil & Gas,0.9,Ayden Oil & Gas,,
527,Azusa Light & Water Department,0.9,,,Azusa Light & Water Department
528,B C Tool and Party Rentals,0.9,,,
529,Bacliff Municipal Utility Dist,0.9,,,
530,Bakman Water Company,0.9,,,Bakman Water Company
531,Baldwin County EMC,0.9,,,
532,Baltimore Gas & Electric Co.,0.9,Baltimore Gas & Electric Co.,Baltimore Gas & Electric Co.,
533,Baltimore Gas And Electric Company Building,0.9,Baltimore Gas And Electric Company Building,Baltimore Gas And Electric Company Building,
534,Bandera Electric Cooperative,0.9,,Bandera Electric Cooperative,
535,Bangor Water District,0.9,,,Bangor Water District
536,Banning Heights Mutual Water,0.9,,,Banning Heights Mutual Water
537,Bargersville Utilities Office,0.9,,,
538,Barry Electric Cooperative,0.9,,Barry Electric Cooperative,
539,Bartholomew County REMC,0.9,,,
540,Basin Electric Power Cooperative,0.9,,Basin Electric Power Cooperative,
541,Beaver Falls Municipal Water Authority,0.9,,,Beaver Falls Municipal Water Authority
542,Beckley Sanitary Board,0.9,,,
543,Bedford Rural Electric Cooperative,0.9,,Bedford Rural Electric Cooperative,
544,Bell Hydrogas,0.9,Bell Hydrogas,,
545,Benton Rural Electric Association,0.9,,Benton Rural Electric Association,
546,Berea Municipal Utilities,0.9,,,
547,Berkeley Electric Cooperative,0.9,,Berkeley Electric Cooperative,
548,Bess Testlab,0.9,,,
549,Bessemer Utilities Company,0.9,,,
550,Bethesda Water Supply,0.9,,,Bethesda Water Supply
551,Big Sandy Recc,0.9,,,
552,Blachly-Lane Electric Cooperative,0.9,,Blachly-Lane Electric Cooperative,
553,Black Hills Corporation,0.9,,,
554,Black Hills Power,0.9,,,
555,Black River Electric Co-Op,0.9,,Black River Electric Co-Op,
556,Black River Electric Cooperative,0.9,,Black River Electric Cooperative,
557,Blackwater Electric Company,0.9,,Blackwater Electric Company,Blackwater Electric Company
558,Bloom Energy,0.9,,,
559,Bloomfield Electric Company,0.9,,Bloomfield Electric Company,
560,Bloomingdale Water Department,0.9,,,Bloomingdale Water Department
561,Blossman Gas,0.9,Blossman Gas,,
562,Blount County Water,0.9,,,Blount County Water
563,Blue Arc Electric,0.9,,Blue Arc Electric,
564,Blue Grass Energy,0.9,,,
565,Blue Ridge Electric Membership,0.9,,Blue Ridge Electric Membership,
566,Blue Ridge Rural Water Co.,0.9,,,Blue Ridge Rural Water Co.
567,Blue Water Enterprises,0.9,,,Blue Water Enterprises
568,BlueRock Energy,0.9,,,
569,Board Of Water Works,0.9,,,Board Of Water Works
570,Boardwalk Pipeline Partners,0.9,,,
571,Bon Homme Yankton Electric,0.9,,Bon Homme Yankton Electric,
572,Bonneville Power Administration,0.9,,,
573,Boone Electric Cooperative,0.9,,Boone Electric Cooperative,
574,Boone Remc,0.9,,,
575,Bopat Electric,0.9,,Bopat Electric,
576,Bottle Free Water Systems,0.9,,,Bottle Free Water Systems
577,Boulevard Electric Supply,0.9,,Boulevard Electric Supply,
578,Bounce Energy,0.9,,,
579,Bowie-Cass Electric,0.9,,Bowie-Cass Electric,
580,Box Springs Mutual Water Co.,0.9,,,Box Springs Mutual Water Co.
581,Boye's Gas Service,0.9,Boye's Gas Service,,
582,Bozrah Light & Power,0.9,,,
583,Brayton Point Energy,0.9,,,
584,Brilliant Energy,0.9,,,
585,Bristol Water Department,0.9,,,Bristol Water Department
586,Britt J L Electric,0.9,,Britt J L Electric,
587,"Brookfield Town of, Water Department",0.9,,,"Brookfield Town of, Water Department"
588,Brotherton Propane,0.9,,,
589,Brown County Rural Water Association,0.9,,,Brown County Rural Water Association
590,Brunswick & Topsham Water Dist,0.9,,,Brunswick & Topsham Water Dist
591,Brunswick Electric Membership Corporation,0.9,,Brunswick Electric Membership Corporation,
592,Buffalo Electric Co.,0.9,,Buffalo Electric Co.,
593,Burbank Water and Power,0.9,,,Burbank Water and Power
594,Burtchville Township Fire Department,0.9,,,
595,Butler Public Power District,0.9,,,
596,Butler Rural Elec Cooperative,0.9,,,
597,Butler Rural Elect Co-Op Association,0.9,,Butler Rural Elect Co-Op Association,
598,Butts County Water & Sewer Authority,0.9,,,Butts County Water & Sewer Authority
599,Byron Bethany Irrigation District,0.9,,,Byron Bethany Irrigation District
600,C & L Electric Co-Op,0.9,,C & L Electric Co-Op,
601,Calaveras County Water District,0.9,,,Calaveras County Water District
602,California American Water,0.9,,,California American Water
603,California Sub-Meters,0.9,,,
604,California Water Service,0.9,,,California Water Service
605,Callahan's Gas & Appliance Sales With Service,0.9,Callahan's Gas & Appliance Sales With Service,,
606,Calleguas Municipal Water Dist,0.9,,,Calleguas Municipal Water Dist
607,Cambridge Water Department,0.9,,,Cambridge Water Department
608,Canby Utility,0.9,,,
609,Caney Fork Electric Cooperative,0.9,,Caney Fork Electric Cooperative,
610,Capital Electric Cooperative,0.9,,Capital Electric Cooperative,
611,Capp Electric Co.,0.9,,Capp Electric Co.,
612,Carroll County Electric,0.9,,Carroll County Electric,
613,Carroll Electric Co-op,0.9,,Carroll Electric Co-op,
614,Carroll Electric Co-Op,0.9,,Carroll Electric Co-Op,
615,Carroll Electric Cooperative,0.9,,Carroll Electric Cooperative,
616,Carroll Electric Membership,0.9,,Carroll Electric Membership,
617,Carroll EMC,0.9,,,
618,Carrolls Creek Water Authority,0.9,,,Carrolls Creek Water Authority
619,Carrollton Utilities,0.9,,,
620,Carter Electric Co.,0.9,,Carter Electric Co.,
621,Carteret-Craven Electric Cooperative,0.9,,Carteret-Craven Electric Cooperative,
622,Castaic Lake Water Agency,0.9,,,Castaic Lake Water Agency
623,Catoosa Utility District,0.9,,,
624,Cde Lightband,0.9,,,
625,Cec Electrical,0.9,,Cec Electrical,
626,Cedar Rapids Water Department,0.9,,,Cedar Rapids Water Department
627,Center for EcoTechnology,0.9,,,
628,Centerpoint Energy,0.9,,,
629,Central Alabama Electric Cooperative,0.9,,Central Alabama Electric Cooperative,
630,Central Electric Power Association,0.9,,Central Electric Power Association,
631,Central Electric Power Cooperative,0.9,,Central Electric Power Cooperative,
632,Central Florida Water Treatment,0.9,,,Central Florida Water Treatment
633,Central Lake County Joint Action Water Agency,0.9,,,Central Lake County Joint Action Water Agency
634,Central Texas Electric Co-Op,0.9,,Central Texas Electric Co-Op,
635,Central Valley Electric Coop,0.9,,Central Valley Electric Coop,
636,Champagne's Energy,0.9,,,
637,Champion Energy Services,0.9,,,
638,Charlotte County Utilities,0.9,,,
639,Cherokee Electric Co-Op,0.9,,Cherokee Electric Co-Op,
640,Cherryland Electric Cooperative,0.9,,Cherryland Electric Cooperative,
641,Chesapeake Utilities,0.9,,,
642,Chester Water Authority,0.9,,,Chester Water Authority
643,Chesterfield County Rural Water Co.,0.9,,,Chesterfield County Rural Water Co.
644,Chugach Electric Association,0.9,,Chugach Electric Association,
645,Cirro Energy,0.9,,,
646,Citizens' Electric Company,0.9,,Citizens' Electric Company,
647,Citizens Gas Fuel Company,0.9,Citizens Gas Fuel Company,,
648,Citrus Heights Water District,0.9,,,Citrus Heights Water District
649,City Electric Supply Pasadena TX,0.9,,City Electric Supply Pasadena TX,
650,City Electric Supply Phoenix North,0.9,,City Electric Supply Phoenix North,
651,City of Corpus Christi-Engnrng,0.9,,,
652,City Of Fort Collins Utilities - Light & Power,0.9,,,
653,City of LaGrange,0.9,,,
654,City Of Longmont Power & Comm,0.9,,,
655,City of Natchitoches Utility Service Center,0.9,,,
656,City of Portland Water Bureau,0.9,,,City of Portland Water Bureau
657,City Of Tallahassee Utilities,0.9,,,
658,City Water & Light,0.9,,,City Water & Light
659,CKenergy Electric Cooperative,0.9,,CKenergy Electric Cooperative,
660,Claiborne Electric Co-Op,0.9,,Claiborne Electric Co-Op,
661,Clark Electric Cooperative,0.9,,Clark Electric Cooperative,
662,Clark Energy Cooperative,0.9,,,
663,Clarke Mobile Counties Gas District,0.9,Clarke Mobile Counties Gas District,,
664,Clarksburg Water Board,0.9,,,Clarksburg Water Board
665,Clatskanie People's Utility District,0.9,,,
666,Claverack Rural Electric Cooperative,0.9,,Claverack Rural Electric Cooperative,
667,Clay County Electric Co-Op,0.9,,Clay County Electric Co-Op,
668,Clayton Village Water Association,0.9,,,Clayton Village Water Association
669,Clay-Union Electric,0.9,,Clay-Union Electric,
670,Clear Lake City Water Authority,0.9,,,Clear Lake City Water Authority
671,Clearwater Power Co.,0.9,,,Clearwater Power Co.
672,Clearwater Utilities,0.9,,,Clearwater Utilities
673,Cleburne Propane,0.9,,,
674,Cleveland County Water,0.9,,,Cleveland County Water
675,Cleveland Electric Co.,0.9,,Cleveland Electric Co.,
676,Cleveland Electric Illuminating Company,0.9,,Cleveland Electric Illuminating Company,
677,Clinton County Electric Co-Op,0.9,,Clinton County Electric Co-Op,
678,Clipper Windpower,0.9,,,
679,Cloverland Electric Cooperative,0.9,,Cloverland Electric Cooperative,
680,Coal Creek Utility District,0.9,,,
681,Coast Electric Power Association,0.9,,Coast Electric Power Association,
682,Coast Waste Management,0.9,,,
683,Coastal Electric Co-Op,0.9,,Coastal Electric Co-Op,
684,Coastal Lighting & Supply,0.9,,,
685,Coastside County Water Dist,0.9,,,Coastside County Water Dist
686,Cobb Emc,0.9,,,
687,Coker Fuel,0.9,,,
688,Coles-Moultrie Electric Cooperative,0.9,,Coles-Moultrie Electric Cooperative,
689,Colquitt Electric Membership,0.9,,Colquitt Electric Membership,
690,Columbia Gas,0.9,Columbia Gas,,
691,Columbia Gas Of Pennsylvania,0.9,Columbia Gas Of Pennsylvania,,
692,Columbia Gas of Virginia,0.9,Columbia Gas of Virginia,,
693,Columbia Gas Transmission,0.9,Columbia Gas Transmission,,
694,Columbia Pipeline Group,0.9,,,
695,Columbia River Pud,0.9,,,
696,Columbus City Utilities,0.9,,,
697,Columbus Light and Water Department,0.9,,,Columbus Light and Water Department
698,Comanche Electric Cooperative,0.9,,Comanche Electric Cooperative,
699,Community Electric Cooperative,0.9,,Community Electric Cooperative,
700,Community Water Center,0.9,,,Community Water Center
701,Community Water System,0.9,,,Community Water System
702,Co-Mo Electric Cooperative,0.9,,Co-Mo Electric Cooperative,
703,Compressed Gas & Supply,0.9,Compressed Gas & Supply,,
704,Compressed Gas Solutions,0.9,Compressed Gas Solutions,,
705,Con Edison,0.9,,,
706,Concho Valley Electric Cooperative,0.9,,Concho Valley Electric Cooperative,
707,Concord Electric Supply Woburn,0.9,,Concord Electric Supply Woburn,
708,Conger Gas,0.9,Conger Gas,,
709,Connecticut Natural Gas,0.9,Connecticut Natural Gas,,
710,Connecticut Water Co.,0.9,,,Connecticut Water Co.
711,Consolidated Electric C,0.9,,Consolidated Electric C,
712,Consolidated Utility District,0.9,,,
713,Constellation Energy Group,0.9,,,
714,Consumer Energy,0.9,,,
715,Continental Divide Electric Cooperative,0.9,,Continental Divide Electric Cooperative,
716,Cook Nuclear Power Plant,0.9,,,
717,Cookson Hills Electric Coop,0.9,,Cookson Hills Electric Coop,
718,Cooper Nuclear Station,0.9,,,
719,Cooper Power Systems,0.9,,,
720,Coosa Water Authority,0.9,,,Coosa Water Authority
721,Coos-Curry Electric Co Op,0.9,,Coos-Curry Electric Co Op,
722,Corn Belt Energy,0.9,,,
723,Corning Natural Gas,0.9,Corning Natural Gas,,
724,Coserv Electric,0.9,,Coserv Electric,
725,Council Bluffs Water Works,0.9,,,Council Bluffs Water Works
726,Country Side Propane,0.9,,,
727,Coweta-Fayette Electric,0.9,,Coweta-Fayette Electric,
728,Cps Energy,0.9,,,
729,Craft Propane,0.9,,,
730,Craighead Electric Cooperative,0.9,,Craighead Electric Cooperative,
731,Crawford Electric Co-Op,0.9,,Crawford Electric Co-Op,
732,Crawfordsville Electric Light & Power,0.9,,Crawfordsville Electric Light & Power,
733,Creative Water Solutions,0.9,,,Creative Water Solutions
734,Cress Gas Co.,0.9,Cress Gas Co.,,
735,Crestview Water & Sanitation,0.9,,,Crestview Water & Sanitation
736,Crisp County Power Commission,0.9,,,
737,Crystal Clear Water Supply,0.9,,,Crystal Clear Water Supply
738,Crystal Water,0.9,,,Crystal Water
739,Culligan of Rockland County,0.9,,,
740,Cullman Electric Cooperative,0.9,,Cullman Electric Cooperative,
741,Cullman-Jefferson Counties Gas District,0.9,Cullman-Jefferson Counties Gas District,,
742,Cumberland Electric Membership Corporation,0.9,,Cumberland Electric Membership Corporation,
743,Cushman Plant,0.9,,,
744,Cvec,0.9,,,
745,Cyberpower Systems,0.9,,,
746,D Square Energy Systems,0.9,,,
747,Dague Dri-Gas,0.9,Dague Dri-Gas,,
748,Dairyland Power Cooperative,0.9,,,
749,Darlington County Water & Sewer Authority,0.9,,,Darlington County Water & Sewer Authority
750,Davis-Besse Nuclear Power Station,0.9,,,
751,Dayton Power & Light Co.,0.9,,,
752,DCP Midstream,0.9,,,
753,Dean Water Supply,0.9,,,Dean Water Supply
754,Decatur County REMC,0.9,,,
755,Dedham-Westwood Water District,0.9,,,Dedham-Westwood Water District
756,Dekalb County Water & Sewer,0.9,,,Dekalb County Water & Sewer
757,Delaware Electric Cooperative,0.9,,Delaware Electric Cooperative,
758,Delta Diversified,0.9,,,
759,Delta Electric Power Association,0.9,,Delta Electric Power Association,
760,Delta-Montrose Electric Association,0.9,,Delta-Montrose Electric Association,
761,Deltona Water,0.9,,,Deltona Water
762,Denison Municipal Utilities,0.9,,,
763,Department of Public Utilities,0.9,,,
764,Department Of Water And Power,0.9,,,Department Of Water And Power
765,Destin Water Users,0.9,,,Destin Water Users
766,Detroit Water & Sewerage,0.9,,,Detroit Water & Sewerage
767,Dinuba Energy,0.9,,,
768,Diversified Energy,0.9,,,
769,Dixie Electric Cooperative,0.9,,Dixie Electric Cooperative,
770,Dixie-Escalante Electric,0.9,,Dixie-Escalante Electric,
771,Dominion Cove Point LNG,0.9,,,
772,Dominion Human Resources Center,0.9,,,
773,Dominion Transmission,0.9,,,
774,Dominion Virginia Power,0.9,,,
775,Downington Municipal Water,0.9,,,Downington Municipal Water
776,Dresden Generating Station,0.9,,,
777,Drexel City Hall,0.9,,,
778,DTE Energy,0.9,,,
779,Dublin San Ramon Services Dist,0.9,,,
780,Duck River Electric Membership Corporation,0.9,,Duck River Electric Membership Corporation,
781,Dunn Energy Cooperative,0.9,,,
782,Dynegy Midstream Service,0.9,,,
783,Eagle Water Management,0.9,,,Eagle Water Management
784,East Central Energy,0.9,,,
785,East Coast Power Systems,0.9,,,
786,East Cullman Water System,0.9,,,East Cullman Water System
787,East Kentucky Power,0.9,,,
788,East Lowndes Water Assoc,0.9,,,East Lowndes Water Assoc
789,Eastern Heights Utilities,0.9,,,
790,Eastern Illini Electric Cooperative,0.9,,Eastern Illini Electric Cooperative,
791,Eastern Maine Elect Co-Op,0.9,,Eastern Maine Elect Co-Op,
792,Eastern Municipal Water District,0.9,,,Eastern Municipal Water District
793,Eastern Penn Supply Co.,0.9,,,
794,Eastern Pines Water,0.9,,,Eastern Pines Water
795,Eastern Propane Corporation,0.9,,,
796,Easton Utilities,0.9,,,
797,Eau Claire Energy Cooperative,0.9,,,
798,Economy Gas Service,0.9,Economy Gas Service,,
799,Edf Renewable Energy,0.9,,,
800,Egyptian Electric,0.9,,Egyptian Electric,
801,El Dorado Irrigation District,0.9,,,El Dorado Irrigation District
802,El Dorado Water Utilities,0.9,,,El Dorado Water Utilities
803,El Paso Electric Co.,0.9,,El Paso Electric Co.,
804,Eldredge,0.9,,,
805,Electric Co Gregory,0.9,,Electric Co Gregory,
806,Electric Haze,0.9,,Electric Haze,
807,Electric Maid Community Exchange,0.9,,Electric Maid Community Exchange,
808,Electric Plant Board,0.9,,Electric Plant Board,
809,Electricities of N.C,0.9,,Electricities of N.C,
810,Elite Generators,0.9,,,
811,Elizabethton Electric System,0.9,,Elizabethton Electric System,
812,Elizabethtown Gas Co.,0.9,Elizabethtown Gas Co.,,
813,Elmhurst Mutual Power & Light,0.9,,,
814,Elynx Technologies,0.9,,,
815,Empire Electric Association,0.9,,Empire Electric Association,
816,Energen Corporation,0.9,,,
817,Energize,0.9,,,
818,Energy Cooperative Association Of Pa,0.9,,,
819,Energy Future Holdings,0.9,,,
820,Energy Sales,0.9,,,
821,Englewood Water District,0.9,,,Englewood Water District
822,Entergy,0.9,,,
823,Entergy Arkansas,0.9,,,
824,Entergy Nuclear,0.9,,,
825,Entranosa Water,0.9,,,Entranosa Water
826,Entrust Energy,0.9,,,
827,Erie County Water Authority,0.9,,,Erie County Water Authority
828,Erie Water Works,0.9,,,Erie Water Works
829,Escambia River Electric Co-Op,0.9,,Escambia River Electric Co-Op,
830,Exelon,0.9,,,
831,Exelon Generation Company,0.9,,,
